L_Id,Date of Creation,Agent Category Assigned,Type of Request,Description of the Request,Location,Street Type,Region Type,Ward No,Estimated Date of Completion,Request Solution Category,Actual Date of Completion,Team Assigned,A_1,A_2,Problem Category
LM_1929,21-12-2018 17:01,1,20,20,13,10007,0,30,22-12-2018 02:01,7,21-12-2018 18:37,3,2,2,1
LM_1930,20-12-2018 18:55,1,15,5,13,11238,0,7,21-12-2018 03:55,4,20-12-2018 22:07,33,1,1,1
LM_1931,25-12-2018 03:07,1,14,22,13,10030,0,30,25-12-2018 12:07,10,25-12-2018 05:04,42,2,2,1
LM_1932,30-12-2018 12:06,1,2,27,13,11203,0,7,30-12-2018 21:06,2,30-12-2018 14:36,58,1,1,1
LM_1933,11-12-2018 01:22,1,11,22,0,11238,0,7,11-12-2018 10:22,8,11-12-2018 08:10,33,1,1,1
LM_1934,12-12-2018 13:35,1,4,32,10,11220,0,7,12-12-2018 22:35,4,12-12-2018 16:29,41,1,1,1
LM_1935,10-12-2018 21:11,1,11,22,12,11004,0,19,11-12-2018 06:11,7,10-12-2018 22:32,53,3,3,1
LM_1936,24-08-2018 22:05,1,10,2,13,,4,31,25-08-2018 07:05,12,,0,5,5,2
LM_1937,16-12-2018 14:55,1,0,26,10,10473,0,6,16-12-2018 23:55,6,16-12-2018 18:32,36,0,0,1
LM_1938,30-12-2018 20:24,1,11,22,12,11207,0,7,31-12-2018 05:24,7,30-12-2018 22:08,21,1,1,1
LM_1939,09-12-2018 20:47,1,2,27,13,11230,0,7,10-12-2018 05:47,8,10-12-2018 10:56,54,1,1,1
LM_1940,13-12-2018 16:31,1,10,10,13,11238,0,7,14-12-2018 01:31,2,13-12-2018 19:19,33,1,1,1
LM_1941,28-12-2018 09:51,1,10,34,13,10455,0,6,28-12-2018 18:51,4,28-12-2018 12:49,6,0,0,1
LM_1942,20-12-2018 19:56,1,10,2,13,11220,0,7,21-12-2018 04:56,8,21-12-2018 02:04,29,1,1,1
LM_1943,23-12-2018 23:53,1,11,22,12,11203,0,7,24-12-2018 08:53,8,24-12-2018 09:55,37,1,1,1
LM_1944,11-12-2018 16:48,1,2,27,13,11427,0,35,12-12-2018 01:48,4,11-12-2018 20:02,53,3,3,1
LM_1945,09-12-2018 10:51,1,2,31,13,11231,0,7,09-12-2018 19:51,2,09-12-2018 17:43,25,1,1,1
LM_1946,02-12-2018 22:35,1,2,27,13,11226,0,7,03-12-2018 07:35,2,03-12-2018 07:38,58,1,1,1
LM_1947,10-12-2018 17:46,1,3,41,16,11385,0,38,11-12-2018 02:46,6,10-12-2018 19:06,23,3,3,1
LM_1948,06-12-2018 19:16,1,10,34,13,11433,2,23,07-12-2018 04:16,8,06-12-2018 22:07,51,3,3,1
LM_1949,18-12-2018 14:23,1,8,25,13,11222,2,7,18-12-2018 23:23,7,18-12-2018 18:08,2,1,1,1
LM_1950,12-12-2018 23:09,1,11,22,12,11102,0,1,13-12-2018 08:09,8,13-12-2018 03:58,4,3,3,1
LM_1951,04-07-2018 02:02,1,10,10,13,,4,31,04-07-2018 11:02,12,,0,5,5,2
LM_1952,16-12-2018 15:21,1,10,10,13,11204,1,7,17-12-2018 00:21,15,16-12-2018 17:03,49,1,1,1
LM_1953,20-12-2018 20:00,1,2,27,13,11104,0,46,21-12-2018 05:00,2,20-12-2018 23:44,9,3,3,1
LM_1954,23-12-2018 08:55,1,10,2,13,11234,0,7,23-12-2018 17:55,4,23-12-2018 16:38,59,1,1,1
LM_1955,21-04-2018 01:54,1,11,6,12,,4,31,21-04-2018 10:54,12,,0,5,5,2
LM_1956,26-12-2018 17:29,1,3,41,13,11208,0,7,27-12-2018 02:29,4,26-12-2018 22:49,21,1,1,1
LM_1957,04-12-2018 12:44,1,10,37,13,10002,0,30,04-12-2018 21:44,4,04-12-2018 17:20,13,2,2,1
LM_1958,08-12-2018 06:48,1,10,3,13,11226,0,7,08-12-2018 15:48,8,08-12-2018 19:30,54,1,1,1
LM_1959,24-12-2018 13:42,1,10,2,13,11228,0,7,24-12-2018 22:42,6,24-12-2018 15:33,41,1,1,1
LM_1960,29-12-2018 16:32,1,2,27,13,11211,0,7,30-12-2018 01:32,4,29-12-2018 20:56,2,1,1,1
LM_1961,12-12-2018 10:41,1,3,41,13,11231,0,7,12-12-2018 19:41,7,12-12-2018 12:20,25,1,1,1
LM_1962,07-12-2018 13:19,1,20,20,13,10018,0,30,07-12-2018 22:19,8,07-12-2018 16:30,22,2,2,1
LM_1963,02-12-2018 02:14,1,14,22,13,11206,2,7,02-12-2018 11:14,8,02-12-2018 05:22,2,1,1,1
LM_1964,23-12-2018 20:42,1,0,26,10,11212,0,7,24-12-2018 05:42,9,23-12-2018 22:41,57,1,1,1
LM_1965,10-12-2018 18:26,1,10,14,13,11218,0,7,11-12-2018 03:26,4,10-12-2018 21:44,54,1,1,1
LM_1966,09-12-2018 23:48,1,10,3,13,11385,0,38,10-12-2018 08:48,8,10-12-2018 02:03,23,3,3,1
LM_1967,02-12-2018 09:00,1,2,27,13,11249,0,7,02-12-2018 18:00,4,02-12-2018 14:08,2,1,1,1
LM_1968,26-12-2018 23:17,1,17,40,13,10312,0,45,27-12-2018 08:17,6,27-12-2018 02:02,15,4,4,1
LM_1969,17-12-2018 01:19,1,11,22,0,10034,0,30,17-12-2018 10:19,7,17-12-2018 06:33,50,2,2,1
LM_1970,10-06-2018 21:42,1,2,27,13,,4,31,11-06-2018 06:42,13,,0,5,5,2
LM_1971,07-12-2018 20:47,1,10,10,13,11414,2,21,08-12-2018 05:47,6,07-12-2018 23:24,43,3,3,1
LM_1972,21-12-2018 08:12,1,15,17,13,10310,0,45,21-12-2018 17:12,6,21-12-2018 10:58,5,4,4,1
LM_1973,28-12-2018 16:44,1,2,31,13,11374,0,36,29-12-2018 01:44,2,28-12-2018 18:24,27,3,3,1
LM_1974,16-12-2018 22:58,1,17,40,13,10312,0,45,17-12-2018 07:58,6,17-12-2018 00:31,15,4,4,1
LM_1975,25-07-2018 03:19,1,20,39,13,,4,31,25-07-2018 12:19,12,,0,5,5,0
LM_1976,29-12-2018 08:59,1,2,27,13,11212,0,7,29-12-2018 17:59,4,29-12-2018 12:22,58,1,1,1
LM_1977,16-05-2018 02:01,1,10,10,13,,4,31,16-05-2018 11:01,12,,0,5,5,0
LM_1978,25-12-2018 10:09,1,2,31,13,11105,0,1,25-12-2018 19:09,2,25-12-2018 14:52,4,3,3,1
LM_1979,26-12-2018 23:58,1,10,2,13,11230,2,7,27-12-2018 08:58,6,27-12-2018 01:08,49,1,1,1
LM_1980,11-12-2018 20:08,1,11,22,12,10038,0,30,12-12-2018 05:08,8,12-12-2018 01:02,3,2,2,1
LM_1981,03-12-2018 15:59,1,3,41,13,10314,0,45,04-12-2018 00:59,7,03-12-2018 17:12,10,4,4,1
LM_1982,29-12-2018 14:32,1,0,26,10,11377,0,49,29-12-2018 23:32,8,30-12-2018 00:12,9,3,3,1
LM_1983,23-12-2018 16:46,1,15,6,13,11211,0,7,24-12-2018 01:46,8,23-12-2018 20:52,2,1,1,1
LM_1984,10-12-2018 13:35,1,2,31,13,11101,0,26,10-12-2018 22:35,4,10-12-2018 19:17,4,3,3,1
LM_1985,09-12-2018 19:37,1,2,31,13,11210,0,7,10-12-2018 04:37,4,10-12-2018 10:54,54,1,1,1
LM_1986,18-12-2018 16:51,1,2,27,13,10458,0,6,19-12-2018 01:51,4,19-12-2018 07:24,28,0,0,1
LM_1987,12-12-2018 19:09,1,10,3,13,10022,2,30,13-12-2018 04:09,4,12-12-2018 23:37,22,2,2,1
LM_1988,30-12-2018 11:05,1,2,31,13,11385,0,38,30-12-2018 20:05,8,30-12-2018 17:04,23,3,3,1
LM_1989,21-12-2018 05:40,1,10,2,13,11228,0,7,21-12-2018 14:40,7,21-12-2018 09:20,41,1,1,1
LM_1990,15-12-2018 20:09,1,2,31,13,10467,0,6,16-12-2018 05:09,2,16-12-2018 18:51,48,0,0,1
LM_1991,28-12-2018 20:55,1,10,3,13,11205,0,7,29-12-2018 05:55,8,29-12-2018 01:27,12,1,1,1
LM_1992,10-12-2018 23:30,1,2,27,13,11207,0,7,11-12-2018 08:30,15,11-12-2018 00:35,21,1,1,1
LM_1993,16-12-2018 19:34,1,15,5,13,10475,2,6,17-12-2018 04:34,6,18-12-2018 10:21,48,0,0,1
LM_1994,11-12-2018 06:06,1,2,27,13,11416,0,33,11-12-2018 15:06,2,11-12-2018 12:05,39,3,3,1
LM_1995,27-12-2018 23:26,1,10,12,13,11385,2,38,28-12-2018 08:26,7,28-12-2018 07:42,23,3,3,1
LM_1996,14-12-2018 22:30,1,2,31,13,11230,0,7,15-12-2018 07:30,6,15-12-2018 11:25,54,1,1,1
LM_1997,11-12-2018 23:57,1,14,23,13,10039,0,30,12-12-2018 08:57,7,12-12-2018 05:04,42,2,2,1
LM_1998,25-12-2018 01:21,1,10,3,13,10036,0,30,25-12-2018 10:21,8,25-12-2018 03:16,18,2,2,1
LM_1999,12-12-2018 05:44,1,10,2,13,11208,0,7,12-12-2018 14:44,4,12-12-2018 11:36,21,1,1,1
LM_2000,19-12-2018 03:31,1,10,34,13,11204,2,7,19-12-2018 12:31,7,19-12-2018 07:03,49,1,1,1
LM_2001,12-12-2018 01:41,1,11,22,0,10003,0,30,12-12-2018 10:41,8,12-12-2018 06:36,26,2,2,1
LM_2002,19-12-2018 00:37,1,11,22,12,10019,0,30,19-12-2018 09:37,6,19-12-2018 02:53,18,2,2,1
LM_2003,22-12-2018 17:46,1,2,27,13,11222,0,7,23-12-2018 02:46,4,22-12-2018 23:10,2,1,1,1
LM_2004,30-11-2018 22:25,1,10,10,13,11421,0,48,01-12-2018 07:25,2,01-12-2018 00:38,39,3,3,1
LM_2005,02-12-2018 23:14,1,2,31,13,11103,0,1,03-12-2018 08:14,6,03-12-2018 06:41,4,3,3,1
LM_2006,06-12-2018 10:09,1,10,3,13,11231,0,7,06-12-2018 19:09,4,06-12-2018 13:42,25,1,1,1
LM_2007,06-12-2018 12:25,1,11,1,12,10003,0,30,06-12-2018 21:25,8,06-12-2018 16:20,22,2,2,1
LM_2008,21-12-2018 15:42,1,2,27,13,11215,0,7,22-12-2018 00:42,8,21-12-2018 23:26,25,1,1,1
LM_2009,23-12-2018 12:25,1,3,41,13,11234,2,7,23-12-2018 21:25,10,23-12-2018 16:40,59,1,1,1
LM_2010,16-12-2018 15:37,1,2,27,13,11215,0,7,17-12-2018 00:37,8,16-12-2018 19:39,25,1,1,1
LM_2011,04-12-2018 14:20,1,10,10,13,11357,2,47,04-12-2018 23:20,10,04-12-2018 16:26,31,3,3,1
LM_2012,16-12-2018 07:55,1,2,31,13,10458,0,6,16-12-2018 16:55,4,16-12-2018 10:57,28,0,0,1
LM_2013,21-12-2018 16:20,1,3,41,13,11385,2,38,22-12-2018 01:20,7,22-12-2018 12:03,23,3,3,1
LM_2014,20-12-2018 19:39,1,2,27,13,11435,0,23,21-12-2018 04:39,4,20-12-2018 23:22,35,3,3,1
LM_2015,20-12-2018 19:22,1,2,27,13,10473,0,6,21-12-2018 04:22,8,21-12-2018 05:28,36,0,0,1
LM_2016,02-12-2018 06:55,1,10,2,13,11234,0,7,02-12-2018 15:55,4,02-12-2018 10:29,59,1,1,1
LM_2017,17-12-2018 15:18,1,2,31,13,11223,0,7,18-12-2018 00:18,2,19-12-2018 05:11,56,1,1,1
LM_2018,19-12-2018 00:17,1,14,22,13,10026,2,30,19-12-2018 09:17,6,19-12-2018 01:26,42,2,2,1
LM_2019,13-12-2018 20:48,1,2,27,13,10301,0,45,14-12-2018 05:48,4,14-12-2018 00:48,5,4,4,1
LM_2020,21-12-2018 11:27,1,10,15,13,11204,2,7,21-12-2018 20:27,4,21-12-2018 17:29,45,1,1,1
LM_2021,08-12-2018 00:53,1,14,23,13,10016,2,30,08-12-2018 09:53,7,08-12-2018 06:49,26,2,2,1
LM_2022,07-12-2018 12:36,1,2,31,13,11204,0,7,07-12-2018 21:36,2,07-12-2018 15:33,45,1,1,1
LM_2023,19-12-2018 05:17,1,14,22,13,10472,0,6,19-12-2018 14:17,7,19-12-2018 07:22,36,0,0,1
LM_2024,29-12-2018 17:10,1,14,22,13,10007,0,30,30-12-2018 02:10,8,29-12-2018 21:33,3,2,2,1
LM_2025,10-12-2018 22:53,1,15,6,13,10025,2,30,11-12-2018 07:53,7,11-12-2018 00:51,30,2,2,1
LM_2026,28-12-2018 08:42,1,10,14,13,10302,0,45,28-12-2018 17:42,7,28-12-2018 18:17,5,4,4,1
LM_2027,18-12-2018 20:53,1,10,3,13,10036,0,30,19-12-2018 05:53,8,19-12-2018 00:14,18,2,2,1
LM_2028,19-12-2018 12:44,1,15,6,13,11369,0,12,19-12-2018 21:44,8,19-12-2018 14:48,14,3,3,1
LM_2029,18-12-2018 00:13,1,14,23,13,10452,0,6,18-12-2018 09:13,4,18-12-2018 18:50,16,0,0,1
LM_2030,04-12-2018 22:35,1,14,22,13,10027,0,30,05-12-2018 07:35,8,05-12-2018 00:24,42,2,2,1
LM_2031,03-12-2018 22:11,1,2,27,13,10468,0,6,04-12-2018 07:11,8,04-12-2018 00:03,20,0,0,1
LM_2032,07-12-2018 19:41,1,2,27,13,11207,0,7,08-12-2018 04:41,2,07-12-2018 22:10,17,1,1,1
LM_2033,28-12-2018 15:00,1,10,3,13,11215,0,7,29-12-2018 00:00,8,28-12-2018 17:33,25,1,1,1
LM_2034,22-12-2018 23:50,1,2,27,13,11213,0,7,23-12-2018 08:50,4,23-12-2018 06:40,37,1,1,1
LM_2035,07-12-2018 16:08,1,2,27,13,11368,0,11,08-12-2018 01:08,8,08-12-2018 01:08,14,3,3,1
LM_2036,25-12-2018 23:37,1,2,27,13,10036,0,30,26-12-2018 08:37,7,26-12-2018 02:03,22,2,2,1
LM_2037,03-12-2018 10:04,1,2,27,13,11222,0,7,03-12-2018 19:04,8,03-12-2018 13:51,2,1,1,1
LM_2038,25-12-2018 23:29,1,10,2,13,11218,0,7,26-12-2018 08:29,2,26-12-2018 03:32,49,1,1,1
LM_2039,08-12-2018 20:22,1,2,27,13,11377,0,49,09-12-2018 05:22,8,09-12-2018 04:23,9,3,3,1
LM_2040,23-12-2018 04:01,1,2,27,13,11218,0,7,23-12-2018 13:01,4,23-12-2018 06:01,49,1,1,1
LM_2041,05-12-2018 18:32,1,2,27,13,10451,0,6,06-12-2018 03:32,7,05-12-2018 21:09,1,0,0,1
LM_2042,19-12-2018 15:41,1,2,27,13,11210,0,7,20-12-2018 00:41,8,20-12-2018 11:16,54,1,1,1
LM_2043,05-12-2018 22:31,1,2,27,13,11237,0,7,06-12-2018 07:31,8,06-12-2018 01:31,17,1,1,1
LM_2044,07-12-2018 08:02,1,2,27,13,11218,0,7,07-12-2018 17:02,7,07-12-2018 11:43,49,1,1,1
LM_2045,14-12-2018 11:48,1,2,27,13,11238,0,7,14-12-2018 20:48,7,14-12-2018 16:13,33,1,1,1
LM_2046,11-12-2018 18:19,1,2,31,13,11368,0,11,12-12-2018 03:19,4,12-12-2018 01:39,19,3,3,1
LM_2047,07-12-2018 20:50,1,2,27,13,10034,0,30,08-12-2018 05:50,8,08-12-2018 03:12,50,2,2,1
LM_2048,05-12-2018 18:15,1,15,5,13,11366,2,18,06-12-2018 03:15,4,05-12-2018 22:01,35,3,3,1
LM_2049,19-12-2018 15:03,1,2,27,13,11102,0,1,20-12-2018 00:03,2,19-12-2018 18:29,4,3,3,1
LM_2050,09-12-2018 10:07,1,2,27,13,11219,0,7,09-12-2018 19:07,4,09-12-2018 23:46,49,1,1,1
LM_2051,14-12-2018 09:21,1,10,34,13,11234,0,7,14-12-2018 18:21,8,14-12-2018 14:56,59,1,1,1
LM_2052,07-12-2018 16:38,1,10,34,13,11358,1,16,08-12-2018 01:38,4,08-12-2018 01:18,31,3,3,1
LM_2053,12-12-2018 02:48,1,14,22,13,10026,2,30,12-12-2018 11:48,8,12-12-2018 09:37,42,2,2,1
LM_2054,17-12-2018 15:02,1,10,34,13,10027,0,30,18-12-2018 00:02,7,17-12-2018 19:28,38,2,2,1
LM_2055,11-12-2018 23:52,1,11,23,12,10472,0,6,12-12-2018 08:52,8,12-12-2018 01:03,36,0,0,1
LM_2056,07-12-2018 08:19,1,10,2,13,11378,0,27,07-12-2018 17:19,2,07-12-2018 12:55,23,3,3,1
LM_2057,23-12-2018 12:04,1,11,22,12,10002,0,30,23-12-2018 21:04,8,23-12-2018 18:28,13,2,2,1
LM_2058,28-12-2018 18:49,1,10,10,13,11234,0,7,29-12-2018 03:49,4,29-12-2018 00:45,59,1,1,1
LM_2059,17-12-2018 15:28,1,2,27,13,10460,0,6,18-12-2018 00:28,7,18-12-2018 02:27,11,0,0,1
LM_2060,24-12-2018 20:32,1,14,23,13,10459,1,6,25-12-2018 05:32,7,25-12-2018 01:03,11,0,0,1
LM_2061,03-12-2018 00:18,1,2,27,13,10461,0,6,03-12-2018 09:18,4,03-12-2018 07:45,40,0,0,1
LM_2062,12-12-2018 23:01,1,14,23,13,11225,0,7,13-12-2018 08:01,8,13-12-2018 00:36,37,1,1,1
LM_2063,30-11-2018 19:15,1,3,41,13,11101,1,26,01-12-2018 04:15,11,30-11-2018 22:03,9,3,3,1
LM_2064,19-12-2018 19:07,1,3,41,13,11235,0,7,20-12-2018 04:07,10,19-12-2018 20:45,56,1,1,1
LM_2065,18-12-2018 17:59,1,11,23,12,10036,0,30,19-12-2018 02:59,8,18-12-2018 19:13,18,2,2,1
LM_2066,17-12-2018 01:35,1,14,23,13,11235,0,7,17-12-2018 10:35,7,17-12-2018 06:32,52,1,1,1
LM_2067,07-12-2018 21:21,1,2,27,13,11210,1,7,08-12-2018 06:21,4,08-12-2018 14:20,54,1,1,1
LM_2068,06-12-2018 09:36,1,14,22,13,10012,0,30,06-12-2018 18:36,7,06-12-2018 18:47,8,2,2,1
LM_2069,24-12-2018 13:33,1,0,29,10,10031,0,30,24-12-2018 22:33,6,24-12-2018 17:35,38,2,2,1
LM_2070,21-12-2018 08:40,1,2,31,13,11231,0,7,21-12-2018 17:40,2,21-12-2018 12:06,25,1,1,1
LM_2071,20-12-2018 07:21,1,2,27,13,11373,0,13,20-12-2018 16:21,2,20-12-2018 17:27,19,3,3,1
LM_2072,19-12-2018 22:59,1,2,27,13,11223,0,7,20-12-2018 07:59,7,20-12-2018 02:15,52,1,1,1
LM_2073,03-12-2018 02:54,1,2,27,13,10457,0,6,03-12-2018 11:54,7,03-12-2018 17:38,20,0,0,1
LM_2074,19-12-2018 23:21,1,2,27,13,11236,0,7,20-12-2018 08:21,2,20-12-2018 01:35,59,1,1,1
LM_2075,26-12-2018 18:20,1,2,31,13,10466,0,6,27-12-2018 03:20,8,27-12-2018 18:34,48,0,0,1
LM_2076,19-12-2018 00:14,1,11,22,0,11237,0,7,19-12-2018 09:14,8,19-12-2018 01:28,17,1,1,1
LM_2077,17-12-2018 23:08,1,11,22,0,11217,0,7,18-12-2018 08:08,8,18-12-2018 01:08,25,1,1,1
LM_2078,12-12-2018 20:33,1,2,27,13,11223,0,7,13-12-2018 05:33,10,13-12-2018 00:19,56,1,1,1
LM_2079,02-12-2018 15:52,1,10,14,13,10075,2,30,03-12-2018 00:52,15,02-12-2018 17:08,34,2,2,1
LM_2080,12-12-2018 17:01,1,0,26,10,10031,0,30,13-12-2018 02:01,8,12-12-2018 21:44,38,2,2,1
LM_2081,29-12-2018 15:42,1,3,41,13,11414,0,21,30-12-2018 00:42,10,30-12-2018 03:31,43,3,3,1
LM_2082,14-12-2018 13:42,1,20,20,13,10014,0,30,14-12-2018 22:42,4,14-12-2018 16:01,8,2,2,1
LM_2083,19-12-2018 15:50,1,10,34,13,11209,0,7,20-12-2018 00:50,15,19-12-2018 17:55,41,1,1,1
LM_2084,05-12-2018 22:47,1,10,10,13,10305,0,45,06-12-2018 07:47,6,06-12-2018 00:34,10,4,4,1
LM_2085,09-12-2018 18:05,1,10,14,13,11366,0,18,10-12-2018 03:05,8,09-12-2018 20:18,35,3,3,1
LM_2086,22-12-2018 21:10,1,3,41,13,11433,2,23,23-12-2018 06:10,7,25-12-2018 11:37,51,3,3,1
LM_2087,18-12-2018 11:37,1,2,31,13,11419,0,43,18-12-2018 20:37,4,19-12-2018 09:57,43,3,3,1
LM_2088,14-12-2018 14:58,1,2,31,13,11375,0,17,14-12-2018 23:58,2,14-12-2018 16:54,27,3,3,1
LM_2089,16-12-2018 03:43,1,14,22,13,10011,0,30,16-12-2018 12:43,15,16-12-2018 04:48,22,2,2,1
LM_2090,24-12-2018 22:25,1,10,2,13,11378,0,27,25-12-2018 07:25,4,25-12-2018 08:44,23,3,3,1
LM_2091,08-12-2018 17:19,1,15,5,13,10016,2,30,09-12-2018 02:19,6,08-12-2018 21:31,26,2,2,1
LM_2092,02-12-2018 11:53,1,2,27,13,11377,0,49,02-12-2018 20:53,6,02-12-2018 18:21,9,3,3,1
LM_2093,29-12-2018 21:30,1,2,27,13,10303,0,45,30-12-2018 06:30,2,30-12-2018 01:50,5,4,4,1
LM_2094,18-07-2018 03:32,1,2,31,13,,4,31,18-07-2018 12:32,13,,0,5,5,2
LM_2095,21-12-2018 00:57,1,11,22,12,11357,0,47,21-12-2018 09:57,7,21-12-2018 08:49,31,3,3,1
LM_2096,08-12-2018 14:45,1,10,34,13,10013,1,30,08-12-2018 23:45,4,08-12-2018 20:44,3,2,2,1
LM_2097,10-12-2018 15:54,1,2,27,13,11232,0,7,11-12-2018 00:54,4,10-12-2018 22:19,29,1,1,1
LM_2098,27-12-2018 22:17,1,11,22,12,10027,0,30,28-12-2018 07:17,8,27-12-2018 23:53,42,2,2,1
LM_2099,11-12-2018 12:55,1,14,22,13,10007,0,30,11-12-2018 21:55,7,11-12-2018 15:08,3,2,2,1
LM_2100,05-12-2018 21:02,1,10,2,13,11209,0,7,06-12-2018 06:02,2,06-12-2018 01:03,41,1,1,1
LM_2101,12-12-2018 00:21,1,2,31,13,11214,0,7,12-12-2018 09:21,6,12-12-2018 02:50,45,1,1,1
LM_2102,21-12-2018 21:42,1,11,22,12,11204,0,7,22-12-2018 06:42,6,21-12-2018 23:29,45,1,1,1
LM_2103,22-12-2018 14:28,1,14,22,13,10038,0,30,22-12-2018 23:28,7,22-12-2018 15:36,3,2,2,1
LM_2104,27-12-2018 00:02,1,2,27,13,11428,0,35,27-12-2018 09:02,2,27-12-2018 02:07,53,3,3,1
LM_2105,04-12-2018 01:41,1,11,22,12,10034,0,30,04-12-2018 10:41,7,04-12-2018 05:14,50,2,2,1
LM_2106,19-12-2018 22:56,1,3,41,13,11218,0,7,20-12-2018 07:56,4,24-12-2018 19:28,54,1,1,1
LM_2107,16-12-2018 18:21,1,10,2,13,11209,0,7,17-12-2018 03:21,4,16-12-2018 20:55,41,1,1,1
LM_2108,13-12-2018 23:07,1,2,27,13,10310,0,45,14-12-2018 08:07,8,14-12-2018 03:40,5,4,4,1
LM_2109,12-12-2018 18:16,1,10,2,13,11217,0,7,13-12-2018 03:16,8,12-12-2018 23:33,25,1,1,1
LM_2110,20-12-2018 11:15,1,2,27,13,11368,0,11,20-12-2018 20:15,2,20-12-2018 17:57,19,3,3,1
LM_2111,10-12-2018 09:03,1,2,31,13,11231,0,7,10-12-2018 18:03,2,10-12-2018 10:33,25,1,1,1
LM_2112,11-12-2018 22:27,1,2,31,13,11103,0,1,12-12-2018 07:27,4,12-12-2018 04:34,4,3,3,1
LM_2113,20-12-2018 22:38,1,10,10,13,11385,0,38,21-12-2018 07:38,6,21-12-2018 07:23,23,3,3,1
LM_2114,25-12-2018 22:49,1,2,27,13,10453,0,6,26-12-2018 07:49,8,26-12-2018 01:26,20,0,0,1
LM_2115,05-12-2018 19:54,1,2,27,13,11378,0,27,06-12-2018 04:54,8,05-12-2018 21:52,23,3,3,1
LM_2116,20-12-2018 18:57,1,10,2,13,11217,2,7,21-12-2018 03:57,8,20-12-2018 20:41,7,1,1,1
LM_2117,29-12-2018 17:38,1,10,15,13,10453,2,6,30-12-2018 02:38,4,29-12-2018 19:58,20,0,0,1
LM_2118,15-12-2018 17:35,1,11,23,12,10036,0,30,16-12-2018 02:35,8,15-12-2018 19:52,18,2,2,1
LM_2119,01-12-2018 08:47,1,10,3,13,10030,0,30,01-12-2018 17:47,2,01-12-2018 10:33,38,2,2,1
LM_2120,16-12-2018 19:29,1,10,3,13,10019,0,30,17-12-2018 04:29,8,16-12-2018 21:24,22,2,2,1
LM_2121,17-12-2018 23:07,1,10,10,13,11214,0,7,18-12-2018 08:07,4,18-12-2018 01:07,45,1,1,1
LM_2122,30-12-2018 19:58,1,10,2,13,11214,0,7,31-12-2018 04:58,6,30-12-2018 21:52,45,1,1,1
LM_2123,28-12-2018 18:55,1,2,27,13,11209,0,7,29-12-2018 03:55,4,28-12-2018 20:52,41,1,1,1
LM_2124,10-12-2018 21:49,1,14,22,13,10010,2,30,11-12-2018 06:49,15,11-12-2018 03:11,22,2,2,1
LM_2125,10-12-2018 01:16,1,11,23,0,11415,0,24,10-12-2018 10:16,7,10-12-2018 08:31,39,3,3,1
LM_2126,28-12-2018 09:04,1,15,5,13,11219,2,7,28-12-2018 18:04,7,28-12-2018 10:27,49,1,1,1
LM_2127,22-05-2018 23:05,1,10,10,13,,4,31,23-05-2018 08:05,12,,0,5,5,2
LM_2128,11-12-2018 00:16,1,14,22,13,10032,0,30,11-12-2018 09:16,8,11-12-2018 02:36,50,2,2,1
LM_2129,04-12-2018 00:46,1,11,1,12,11201,0,7,04-12-2018 09:46,8,04-12-2018 04:19,7,1,1,1
LM_2130,10-12-2018 23:56,1,2,27,13,10470,0,6,11-12-2018 08:56,4,11-12-2018 02:30,48,0,0,1
LM_2131,24-12-2018 02:09,1,15,6,13,10458,0,6,24-12-2018 11:09,4,24-12-2018 05:47,28,0,0,1
LM_2132,12-12-2018 00:35,1,11,22,0,11103,0,1,12-12-2018 09:35,8,12-12-2018 06:46,4,3,3,1
LM_2133,30-12-2018 20:29,1,2,31,13,11230,0,7,31-12-2018 05:29,2,30-12-2018 23:22,54,1,1,1
LM_2134,12-12-2018 03:01,1,11,23,12,10002,0,30,12-12-2018 12:01,7,12-12-2018 07:12,13,2,2,1
LM_2135,13-12-2018 08:11,1,10,2,13,10006,0,30,13-12-2018 17:11,7,13-12-2018 17:35,3,2,2,1
LM_2136,28-12-2018 00:52,1,11,22,0,10026,0,30,28-12-2018 09:52,8,28-12-2018 04:29,42,2,2,1
LM_2137,19-12-2018 00:15,1,10,10,13,10475,0,6,19-12-2018 09:15,8,19-12-2018 13:07,48,0,0,1
LM_2138,09-12-2018 14:59,1,10,2,13,11234,0,7,09-12-2018 23:59,10,10-12-2018 02:52,59,1,1,1
LM_2139,20-12-2018 00:23,1,11,22,12,10040,0,30,20-12-2018 09:23,7,20-12-2018 13:02,50,2,2,1
LM_2140,23-12-2018 13:54,1,2,27,13,11419,0,43,23-12-2018 22:54,2,23-12-2018 16:09,43,3,3,1
LM_2141,04-12-2018 02:16,1,10,10,13,11357,0,47,04-12-2018 11:16,6,04-12-2018 07:11,31,3,3,1
LM_2142,30-12-2018 22:34,1,10,2,13,10302,0,45,31-12-2018 07:34,2,31-12-2018 01:21,5,4,4,1
LM_2143,13-12-2018 02:54,1,11,22,12,10019,0,30,13-12-2018 11:54,8,13-12-2018 04:45,18,2,2,1
LM_2144,15-05-2018 09:08,1,3,41,13,,4,31,15-05-2018 18:08,12,,0,5,5,2
LM_2145,23-12-2018 23:19,1,2,31,13,11385,0,38,24-12-2018 08:19,4,24-12-2018 01:30,23,3,3,1
LM_2146,31-12-2018 00:31,1,2,27,13,10467,0,6,31-12-2018 09:31,8,02-01-2019 18:22,48,0,0,1
